ACCELEROMETER X (m/sֲ²),ACCELEROMETER Y (m/sֲ²),ACCELEROMETER Z (m/sֲ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.895,-3.781,9.613,-0.298,3.666,-1.264,6957,2021-01-18 09:20:53:413
2.555,-4.666,10.597,-0.298,3.666,-1.264,6982,2021-01-18 09:20:53:438
2.555,-4.666,10.597,-0.298,3.666,-1.264,6983,2021-01-18 09:20:53:439
2.555,-4.666,10.597,-0.298,3.666,-1.264,6988,2021-01-18 09:20:53:444
2.555,-4.666,10.597,-0.298,3.666,-1.264,6998,2021-01-18 09:20:53:454
2.555,-4.666,10.597,-0.298,3.666,-1.264,7008,2021-01-18 09:20:53:464
2.555,-4.666,10.597,0.612,2.658,-1.256,7018,2021-01-18 09:20:53:474
2.555,-4.666,10.597,0.612,2.658,-1.256,7032,2021-01-18 09:20:53:488
2.842,-4.712,11.607,0.612,2.658,-1.256,7037,2021-01-18 09:20:53:493
2.842,-4.712,11.607,0.612,2.658,-1.256,7048,2021-01-18 09:20:53:504
2.842,-4.712,11.607,0.612,2.658,-1.256,7058,2021-01-18 09:20:53:514
2.842,-4.712,11.607,0.612,2.658,-1.256,7070,2021-01-18 09:20:53:526
2.842,-4.712,11.607,0.612,2.658,-1.256,7078,2021-01-18 09:20:53:534
2.842,-4.712,11.607,0.612,2.658,-1.256,7087,2021-01-18 09:20:53:543
0.872,-2.296,6.91,0.612,2.658,-1.256,7097,2021-01-18 09:20:53:553
0.872,-2.296,6.91,0.612,2.658,-1.256,7108,2021-01-18 09:20:53:564
0.872,-2.296,6.91,0.612,2.658,-1.256,7117,2021-01-18 09:20:53:573
0.872,-2.296,6.91,0.612,2.658,-1.256,7127,2021-01-18 09:20:53:583
0.872,-2.296,6.91,0.612,2.658,-1.256,7137,2021-01-18 09:20:53:593
0.872,-2.296,6.91,4.261,2.498,-1.173,7151,2021-01-18 09:20:53:607
-0.125,-1.137,6.067,4.261,2.498,-1.173,7158,2021-01-18 09:20:53:614
-0.125,-1.137,6.067,4.261,2.498,-1.173,7168,2021-01-18 09:20:53:624
-0.125,-1.137,6.067,4.261,2.498,-1.173,7178,2021-01-18 09:20:53:634
-0.125,-1.137,6.067,4.261,2.498,-1.173,7188,2021-01-18 09:20:53:644
-0.125,-1.137,6.067,4.261,2.498,-1.173,7198,2021-01-18 09:20:53:654
-0.125,-1.137,6.067,4.261,2.498,-1.173,7207,2021-01-18 09:20:53:663
0.563,1.686,8.969,4.261,2.498,-1.173,7218,2021-01-18 09:20:53:674
0.563,1.686,8.969,4.261,2.498,-1.173,7227,2021-01-18 09:20:53:683
0.563,1.686,8.969,4.261,2.498,-1.173,7239,2021-01-18 09:20:53:695
0.563,1.686,8.969,4.261,2.498,-1.173,7248,2021-01-18 09:20:53:704
0.563,1.686,8.969,1,0.922,-0.179,7258,2021-01-18 09:20:53:714
-0.843,1.786,6.953,1,0.922,-0.179,7276,2021-01-18 09:20:53:732
-0.843,1.786,6.953,1,0.922,-0.179,7278,2021-01-18 09:20:53:734
-0.843,1.786,6.953,1,0.922,-0.179,7288,2021-01-18 09:20:53:744
-0.843,1.786,6.953,1,0.922,-0.179,7299,2021-01-18 09:20:53:755
-0.843,1.786,6.953,1,0.922,-0.179,7307,2021-01-18 09:20:53:763
-0.843,1.786,6.953,1,0.922,-0.179,7318,2021-01-18 09:20:53:774
-0.843,1.786,6.953,1,0.922,-0.179,7329,2021-01-18 09:20:53:785
-0.201,1.554,6.963,1,0.922,-0.179,7338,2021-01-18 09:20:53:794
-0.201,1.554,6.963,1,0.922,-0.179,7348,2021-01-18 09:20:53:804
-0.201,1.554,6.963,1,0.922,-0.179,7358,2021-01-18 09:20:53:814
-0.201,1.554,6.963,1,0.922,-0.179,7368,2021-01-18 09:20:53:824
-0.201,1.554,6.963,1.288,0.518,0.475,7378,2021-01-18 09:20:53:834
-0.201,1.554,6.963,1.288,0.518,0.475,7387,2021-01-18 09:20:53:843
-0.699,4.575,8.516,1.288,0.518,0.475,7399,2021-01-18 09:20:53:855
-0.699,4.575,8.516,1.288,0.518,0.475,7408,2021-01-18 09:20:53:864
-0.699,4.575,8.516,1.288,0.518,0.475,7418,2021-01-18 09:20:53:874
-0.699,4.575,8.516,1.288,0.518,0.475,7428,2021-01-18 09:20:53:884
-0.699,4.575,8.516,1.288,0.518,0.475,7438,2021-01-18 09:20:53:894
-0.699,4.575,8.516,1.288,0.518,0.475,7448,2021-01-18 09:20:53:904
0.558,5.243,9.541,1.288,0.518,0.475,7458,2021-01-18 09:20:53:914
0.558,5.243,9.541,1.288,0.518,0.475,7468,2021-01-18 09:20:53:924
0.558,5.243,9.541,1.288,0.518,0.475,7493,2021-01-18 09:20:53:949
0.558,5.243,9.541,1.288,0.518,0.475,7493,2021-01-18 09:20:53:949
0.558,5.243,9.541,1.884,0.57,0.917,7501,2021-01-18 09:20:53:957
0.558,5.243,9.541,1.884,0.57,0.917,7507,2021-01-18 09:20:53:963
-0.74,7.899,6.328,1.884,0.57,0.917,7527,2021-01-18 09:20:53:983
-0.74,7.899,6.328,1.884,0.57,0.917,7528,2021-01-18 09:20:53:984
-0.74,7.899,6.328,1.884,0.57,0.917,7538,2021-01-18 09:20:53:994
-0.74,7.899,6.328,1.884,0.57,0.917,7550,2021-01-18 09:20:54:006
-0.74,7.899,6.328,1.884,0.57,0.917,7558,2021-01-18 09:20:54:014
-0.74,7.899,6.328,1.884,0.57,0.917,7568,2021-01-18 09:20:54:024
0.28,8.057,6.335,1.884,0.57,0.917,7578,2021-01-18 09:20:54:034
0.28,8.057,6.335,1.884,0.57,0.917,7589,2021-01-18 09:20:54:045
0.28,8.057,6.335,1.884,0.57,0.917,7598,2021-01-18 09:20:54:054
0.28,8.057,6.335,1.884,0.57,0.917,7608,2021-01-18 09:20:54:064
0.28,8.057,6.335,1.777,0.204,0.808,7618,2021-01-18 09:20:54:074
0.28,8.057,6.335,1.777,0.204,0.808,7628,2021-01-18 09:20:54:084
-0.318,6.735,6.747,1.777,0.204,0.808,7637,2021-01-18 09:20:54:093
-0.318,6.735,6.747,1.777,0.204,0.808,7648,2021-01-18 09:20:54:104
-0.318,6.735,6.747,1.777,0.204,0.808,7658,2021-01-18 09:20:54:114
-0.318,6.735,6.747,1.777,0.204,0.808,7667,2021-01-18 09:20:54:123
-0.318,6.735,6.747,1.777,0.204,0.808,7678,2021-01-18 09:20:54:134
-0.318,6.735,6.747,1.777,0.204,0.808,7687,2021-01-18 09:20:54:143
0.211,7.487,5.215,1.777,0.204,0.808,7697,2021-01-18 09:20:54:153
0.211,7.487,5.215,1.777,0.204,0.808,7708,2021-01-18 09:20:54:164
0.211,7.487,5.215,1.777,0.204,0.808,7718,2021-01-18 09:20:54:174
0.211,7.487,5.215,1.777,0.204,0.808,7727,2021-01-18 09:20:54:183
0.211,7.487,5.215,1.321,0.712,0.635,7738,2021-01-18 09:20:54:194
0.211,7.487,5.215,1.321,0.712,0.635,7748,2021-01-18 09:20:54:204
-0.615,7.518,4.829,1.321,0.712,0.635,7757,2021-01-18 09:20:54:213
-0.615,7.518,4.829,1.321,0.712,0.635,7767,2021-01-18 09:20:54:223
-0.615,7.518,4.829,1.321,0.712,0.635,7778,2021-01-18 09:20:54:234
-0.615,7.518,4.829,1.321,0.712,0.635,7788,2021-01-18 09:20:54:244
-0.615,7.518,4.829,1.321,0.712,0.635,7798,2021-01-18 09:20:54:254
-0.615,7.518,4.829,1.321,0.712,0.635,7808,2021-01-18 09:20:54:264
-0.656,8.366,3.661,1.321,0.712,0.635,7817,2021-01-18 09:20:54:273
-0.656,8.366,3.661,1.321,0.712,0.635,7827,2021-01-18 09:20:54:283
-0.656,8.366,3.661,1.321,0.712,0.635,7837,2021-01-18 09:20:54:293
-0.656,8.366,3.661,1.321,0.712,0.635,7848,2021-01-18 09:20:54:304
-0.656,8.366,3.661,1.034,0.683,0.464,7857,2021-01-18 09:20:54:313
-0.656,8.366,3.661,1.034,0.683,0.464,7870,2021-01-18 09:20:54:326
0.005,7.927,3.433,1.034,0.683,0.464,7877,2021-01-18 09:20:54:333
0.005,7.927,3.433,1.034,0.683,0.464,7887,2021-01-18 09:20:54:343
0.005,7.927,3.433,1.034,0.683,0.464,7898,2021-01-18 09:20:54:354
0.005,7.927,3.433,1.034,0.683,0.464,7907,2021-01-18 09:20:54:363
0.005,7.927,3.433,1.034,0.683,0.464,7918,2021-01-18 09:20:54:374
0.005,7.927,3.433,1.034,0.683,0.464,7928,2021-01-18 09:20:54:384
1.037,8.461,4.324,1.034,0.683,0.464,7937,2021-01-18 09:20:54:393
1.037,8.461,4.324,1.034,0.683,0.464,7948,2021-01-18 09:20:54:404
1.037,8.461,4.324,1.034,0.683,0.464,7957,2021-01-18 09:20:54:413
1.037,8.461,4.324,1.034,0.683,0.464,7967,2021-01-18 09:20:54:423
1.037,8.461,4.324,1.034,0.683,0.464,7978,2021-01-18 09:20:54:434
1.037,8.461,4.324,1.034,0.683,0.464,7988,2021-01-18 09:20:54:444
1.037,8.461,4.324,1.034,0.683,0.464,7997,2021-01-18 09:20:54:453
0.795,8.492,3.951,0.038,0.06,0.186,8016,2021-01-18 09:20:54:472
0.795,8.492,3.951,0.038,0.06,0.186,8018,2021-01-18 09:20:54:474
0.795,8.492,3.951,0.038,0.06,0.186,8029,2021-01-18 09:20:54:485
0.795,8.492,3.951,0.038,0.06,0.186,8038,2021-01-18 09:20:54:494
0.795,8.492,3.951,0.038,0.06,0.186,8047,2021-01-18 09:20:54:503
0.795,8.492,3.951,0.038,0.06,0.186,8057,2021-01-18 09:20:54:513
0.795,8.492,3.951,0.038,0.06,0.186,8067,2021-01-18 09:20:54:523
0.795,8.174,3.864,0.038,0.06,0.186,8077,2021-01-18 09:20:54:533
-0.242,8.174,3.864,0.038,0.06,0.186,8087,2021-01-18 09:20:54:543
-0.242,8.174,3.864,0.038,0.06,0.186,8097,2021-01-18 09:20:54:553
-0.242,8.174,3.864,-0.094,-0.194,-0.189,8107,2021-01-18 09:20:54:563
-0.242,8.174,3.864,-0.094,-0.194,-0.189,8117,2021-01-18 09:20:54:573
-0.242,8.174,3.864,-0.094,-0.194,-0.189,8127,2021-01-18 09:20:54:583
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8138,2021-01-18 09:20:54:594
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8147,2021-01-18 09:20:54:603
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8157,2021-01-18 09:20:54:613
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8168,2021-01-18 09:20:54:624
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8177,2021-01-18 09:20:54:633
-0.488,8.71,4.353,-0.094,-0.194,-0.189,8187,2021-01-18 09:20:54:643
-0.184,8.876,4.865,-0.094,-0.194,-0.189,8197,2021-01-18 09:20:54:653
-0.184,8.876,4.865,-0.094,-0.194,-0.189,8208,2021-01-18 09:20:54:664
-0.184,8.876,4.865,-0.2,-0.366,0.114,8218,2021-01-18 09:20:54:674
-0.184,8.876,4.865,-0.2,-0.366,0.114,8228,2021-01-18 09:20:54:684
-0.184,8.876,4.865,-0.2,-0.366,0.114,8238,2021-01-18 09:20:54:694
-0.184,8.876,4.865,-0.2,-0.366,0.114,8247,2021-01-18 09:20:54:703
0.309,9.058,3.589,-0.2,-0.366,0.114,8257,2021-01-18 09:20:54:713
0.309,9.058,3.589,-0.2,-0.366,0.114,8268,2021-01-18 09:20:54:724
0.309,9.058,3.589,-0.2,-0.366,0.114,8277,2021-01-18 09:20:54:733
0.309,9.058,3.589,-0.2,-0.366,0.114,8287,2021-01-18 09:20:54:743
0.309,9.058,3.589,-0.2,-0.366,0.114,8298,2021-01-18 09:20:54:754
0.309,9.058,3.589,-0.2,-0.366,0.114,8307,2021-01-18 09:20:54:763
0.096,8.878,4.468,-0.2,-0.366,0.114,8317,2021-01-18 09:20:54:773
0.096,8.878,4.468,-0.2,-0.366,0.114,8327,2021-01-18 09:20:54:783
0.096,8.878,4.468,-0.436,-0.155,0.084,8337,2021-01-18 09:20:54:793
0.096,8.878,4.468,-0.436,-0.155,0.084,8347,2021-01-18 09:20:54:803
0.096,8.878,4.468,-0.436,-0.155,0.084,8358,2021-01-18 09:20:54:814
0.096,8.878,4.468,-0.436,-0.155,0.084,8367,2021-01-18 09:20:54:823
0.086,8.464,4.386,-0.436,-0.155,0.084,8377,2021-01-18 09:20:54:833
0.086,8.464,4.386,-0.436,-0.155,0.084,8388,2021-01-18 09:20:54:844
0.086,8.464,4.386,-0.436,-0.155,0.084,8397,2021-01-18 09:20:54:853
0.086,8.464,4.386,-0.436,-0.155,0.084,8407,2021-01-18 09:20:54:863
0.086,8.464,4.386,-0.436,-0.155,0.084,8418,2021-01-18 09:20:54:874
0.086,8.464,4.386,-0.436,-0.155,0.084,8427,2021-01-18 09:20:54:883
-0.409,8.404,3.764,-0.436,-0.155,0.084,8437,2021-01-18 09:20:54:893
-0.409,8.404,3.764,-0.436,-0.155,0.084,8447,2021-01-18 09:20:54:903
-0.409,8.404,3.764,-0.351,0.212,-0.085,8458,2021-01-18 09:20:54:914
-0.409,8.404,3.764,-0.351,0.212,-0.085,8467,2021-01-18 09:20:54:923
-0.409,8.404,3.764,-0.351,0.212,-0.085,8477,2021-01-18 09:20:54:933
-0.409,8.404,3.764,-0.351,0.212,-0.085,8488,2021-01-18 09:20:54:944
0.469,8.698,5.157,-0.351,0.212,-0.085,8497,2021-01-18 09:20:54:953
0.469,8.698,5.157,-0.351,0.212,-0.085,8507,2021-01-18 09:20:54:963
0.469,8.698,5.157,-0.351,0.212,-0.085,8518,2021-01-18 09:20:54:974
0.469,8.698,5.157,-0.351,0.212,-0.085,8527,2021-01-18 09:20:54:983
0.469,8.698,5.157,-0.351,0.212,-0.085,8537,2021-01-18 09:20:54:993
0.469,8.698,5.157,-0.351,0.212,-0.085,8547,2021-01-18 09:20:55:003
-0.091,8.064,5.94,-0.351,0.212,-0.085,8558,2021-01-18 09:20:55:014
-0.091,8.064,5.94,-0.351,0.212,-0.085,8567,2021-01-18 09:20:55:023
-0.091,8.064,5.94,-0.888,0.245,0.102,8577,2021-01-18 09:20:55:033
-0.091,8.064,5.94,-0.888,0.245,0.102,8588,2021-01-18 09:20:55:044
-0.091,8.064,5.94,-0.888,0.245,0.102,8597,2021-01-18 09:20:55:053
-0.091,8.064,5.94,-0.888,0.245,0.102,8607,2021-01-18 09:20:55:063
0.725,8.73,4.925,-0.888,0.245,0.102,8617,2021-01-18 09:20:55:073
0.725,8.73,4.925,-0.888,0.245,0.102,8628,2021-01-18 09:20:55:084
0.725,8.73,4.925,-0.888,0.245,0.102,8637,2021-01-18 09:20:55:093
0.725,8.73,4.925,-0.888,0.245,0.102,8647,2021-01-18 09:20:55:103
0.725,8.73,4.925,-0.888,0.245,0.102,8657,2021-01-18 09:20:55:113
0.725,8.73,4.925,-0.888,0.245,0.102,8668,2021-01-18 09:20:55:124
-0.077,8.062,5.002,-0.888,0.245,0.102,8677,2021-01-18 09:20:55:133
-0.077,8.062,5.002,-0.888,0.245,0.102,8687,2021-01-18 09:20:55:143
-0.077,8.062,5.002,0.294,0.663,-0.063,8697,2021-01-18 09:20:55:153
-0.077,8.062,5.002,0.294,0.663,-0.063,8708,2021-01-18 09:20:55:164
-0.077,8.062,5.002,0.294,0.663,-0.063,8717,2021-01-18 09:20:55:173
-0.077,8.062,5.002,0.294,0.663,-0.063,8727,2021-01-18 09:20:55:183
-0.429,7.853,5.811,0.294,0.663,-0.063,8737,2021-01-18 09:20:55:193
-0.429,7.853,5.811,0.294,0.663,-0.063,8748,2021-01-18 09:20:55:204
-0.429,7.853,5.811,0.294,0.663,-0.063,8757,2021-01-18 09:20:55:213
-0.429,7.853,5.811,0.294,0.663,-0.063,8767,2021-01-18 09:20:55:223
-0.429,7.853,5.811,0.294,0.663,-0.063,8777,2021-01-18 09:20:55:233
-0.429,7.853,5.811,0.294,0.663,-0.063,8787,2021-01-18 09:20:55:243
-2.191,7.702,4.875,0.294,0.663,-0.063,8798,2021-01-18 09:20:55:254
-2.191,7.702,4.875,0.294,0.663,-0.063,8808,2021-01-18 09:20:55:264
-2.191,7.702,4.875,1.087,1.116,-0.68,8817,2021-01-18 09:20:55:273
-2.191,7.702,4.875,1.087,1.116,-0.68,8827,2021-01-18 09:20:55:283
-2.191,7.702,4.875,1.087,1.116,-0.68,8838,2021-01-18 09:20:55:294
-2.191,7.702,4.875,1.087,1.116,-0.68,8847,2021-01-18 09:20:55:303
-1.185,8.993,3.874,1.087,1.116,-0.68,8857,2021-01-18 09:20:55:313
-1.185,8.993,3.874,1.087,1.116,-0.68,8867,2021-01-18 09:20:55:323
-1.185,8.993,3.874,1.087,1.116,-0.68,8878,2021-01-18 09:20:55:334
-1.185,8.993,3.874,1.087,1.116,-0.68,8888,2021-01-18 09:20:55:344
-1.185,8.993,3.874,1.087,1.116,-0.68,8897,2021-01-18 09:20:55:353
-1.185,8.993,3.874,1.087,1.116,-0.68,8907,2021-01-18 09:20:55:363
-2.416,8.806,3.517,1.087,1.116,-0.68,8917,2021-01-18 09:20:55:373
-2.416,8.806,3.517,1.087,1.116,-0.68,8928,2021-01-18 09:20:55:384
-2.416,8.806,3.517,0.476,1.605,-0.335,8938,2021-01-18 09:20:55:394
-2.416,8.806,3.517,0.476,1.605,-0.335,8947,2021-01-18 09:20:55:403
-2.416,8.806,3.517,0.476,1.605,-0.335,8957,2021-01-18 09:20:55:413
-2.416,8.806,3.517,0.476,1.605,-0.335,8968,2021-01-18 09:20:55:424
-3.345,8.78,2.428,0.476,1.605,-0.335,8978,2021-01-18 09:20:55:434
-3.345,8.78,2.428,0.476,1.605,-0.335,8987,2021-01-18 09:20:55:443
-3.345,8.78,2.428,0.476,1.605,-0.335,8997,2021-01-18 09:20:55:453
-3.345,8.78,2.428,0.476,1.605,-0.335,9007,2021-01-18 09:20:55:463
-3.345,8.78,2.428,0.476,1.605,-0.335,9017,2021-01-18 09:20:55:473
-3.345,8.78,2.428,0.476,1.605,-0.335,9028,2021-01-18 09:20:55:484
-2.873,8.952,2.923,0.476,1.605,-0.335,9037,2021-01-18 09:20:55:493
-2.873,8.952,2.923,0.476,1.605,-0.335,9047,2021-01-18 09:20:55:503
-2.873,8.952,2.923,0.008,0.942,-0.1,9058,2021-01-18 09:20:55:514
-2.873,8.952,2.923,0.008,0.942,-0.1,9067,2021-01-18 09:20:55:523
-2.873,8.952,2.923,0.008,0.942,-0.1,9077,2021-01-18 09:20:55:533
-2.873,8.952,2.923,0.008,0.942,-0.1,9087,2021-01-18 09:20:55:543
-3.63,8.595,2.524,0.008,0.942,-0.1,9098,2021-01-18 09:20:55:554
-3.63,8.595,2.524,0.008,0.942,-0.1,9108,2021-01-18 09:20:55:564
-3.63,8.595,2.524,0.008,0.942,-0.1,9117,2021-01-18 09:20:55:573
-3.63,8.595,2.524,0.008,0.942,-0.1,9127,2021-01-18 09:20:55:583
-3.63,8.595,2.524,0.008,0.942,-0.1,9138,2021-01-18 09:20:55:594
-3.63,8.595,2.524,0.008,0.942,-0.1,9147,2021-01-18 09:20:55:603
-3.096,9.211,2.217,0.008,0.942,-0.1,9157,2021-01-18 09:20:55:613
-3.096,9.211,2.217,0.008,0.942,-0.1,9167,2021-01-18 09:20:55:623
-3.096,9.211,2.217,0.33,0.473,-0.069,9177,2021-01-18 09:20:55:633
-3.096,9.211,2.217,0.33,0.473,-0.069,9188,2021-01-18 09:20:55:644
-3.096,9.211,2.217,0.33,0.473,-0.069,9197,2021-01-18 09:20:55:653
-3.096,9.211,2.217,0.33,0.473,-0.069,9207,2021-01-18 09:20:55:663
-3.948,8.789,-0.299,0.33,0.473,-0.069,9217,2021-01-18 09:20:55:673
-3.948,8.789,-0.299,0.33,0.473,-0.069,9228,2021-01-18 09:20:55:684
-3.948,8.789,-0.299,0.33,0.473,-0.069,9238,2021-01-18 09:20:55:694
-3.948,8.789,-0.299,0.33,0.473,-0.069,9247,2021-01-18 09:20:55:703
-3.948,8.789,-0.299,0.33,0.473,-0.069,9257,2021-01-18 09:20:55:713
-3.948,8.789,-0.299,0.33,0.473,-0.069,9267,2021-01-18 09:20:55:723
-3.45,9.034,3.043,0.33,0.473,-0.069,9278,2021-01-18 09:20:55:734
-3.45,9.034,3.043,0.33,0.473,-0.069,9288,2021-01-18 09:20:55:744
-3.45,9.034,3.043,-0.095,-0.063,-0.055,9297,2021-01-18 09:20:55:753
-3.45,9.034,3.043,-0.095,-0.063,-0.055,9307,2021-01-18 09:20:55:763
-3.45,9.034,3.043,-0.095,-0.063,-0.055,9317,2021-01-18 09:20:55:773
-3.45,9.034,3.043,-0.095,-0.063,-0.055,9328,2021-01-18 09:20:55:784
